Name,Stand,Address,Website,Facebook,Instagram,Youtube,LinkedIn,Twitter,Description
Jai Giriraj Rice and Agro Mills Pvt Ltd,Hall: Za'abeel Hall 5 Stand: Z5-E47,"Post-Bankhedi ,Village-Thaini ,Bankhedi ,Madhya Pradesh ,India ",http://www.jaigiriraj.com,,,,,,
Gulf Food General Trading for Foodstuff LLC,Hall: The Pavilion Stand: TP-220,Kuwait ,,,,,,,
Gulf & Safa Dairies Est.,Hall: Za'abeel Hall 3 Stand: ZL-D3,"P.O. Box 2422 ,Al Maqta Bridge, near to Melco, ,Opposite Side of BMW Show Room, Umm Al Nar ,Abu Dhabi ,United Arab Emirates ",https://www.gulfsafa-adh.com,,,,,,
Gulf Food Industries Company (California Garden) FZE,Hall: Hall 5 Stand: B5-20,"P.O. Box 17100 ,Jebal Ali Free Zone (JAFZA) ,Dubai ,Jebal Ali Free Zone ,United Arab Emirates ",https://www.americanafoods.com,,,,https://www.linkedin.com/company/718350,,"o Americana Foods is one of the largest FMCG organizations in the MENA region, with a broad manufacturing footprint and distribution network, across KSA, Kuwait, UAE and Egypt. Americana Foods was founded in 1964, and plays in multiple categories (Protein, Frozen Vegetables, Snacks and Impulse, Convenience and Wellness), with a diverse portfolio of product offerings. Americana Foods prides itself on offering the safest and best food quality. Our vision is to become the most admired food company, born in the region for the region. Our mission is to provide wholesome food experiences, trusted and loved by generations. Our purpose is to nourish our consumers with food that brings joy to life."
Jaleel Distribution,Hall: Hall 5 Stand: A5-20,"Al Barari ,Majan, MVK Central ,United Arab Emirates ",http://jaleeldistribution.com/,,,,,,"Jaleel Holdings LLC, headquartered in Dubai, is a UAE based Investment Company with businesses in diverse sectors like Consumer Products distribution, retail, wholesale, food processing, and education. Synonymous with trust, quality and sustainability, this service-oriented company is one of the largest wholesale distributors of food in the Middle East. The company streamlined its operations bringing all businesses under the umbrella of Jaleel Holdings in 2008. As followed within each company, the name now stands for quality, consistency and sustainability, which are hallmarks cascaded across the organization. Our Businesses With interests predominantly in the trading and distribution of fresh fruits, vegetables and Fast-Moving Consumer Goods (FMCG), Jaleel Holdings owns and operates multiple wholesale, retail and distribution companies. They cater to more than 10,000 retailers including grocers, supermarkets/hypermarkets, hotels, restaurants, and catering (HORECA) segment at competitive prices."
Jameel International Foodstuff Trading L.L.C. - AE,"Hall: Za'abeel Hall 3 Stand: Z3-E26, B5-30","P.O. Box 64369 ,Alras Market , Deira ,Dubai ,United Arab Emirates ",http://www.aljameelfood.com,,,,,,
Jamshid Ramin Foodstuff Trading LLC,Hall: Za'abeel Hall 4 Stand: Z4-55,"Shop No. 7 Mohammad Ahmad Zakaria Building ,Ahmediye Street, Al Ras Deira ,Dubai ,United Arab Emirates ",https://www.jamshidramin.com,,,,,,
James Caterers Ltd,Hall: Trade Centre Arena Stand: S-M41,"The Food Factory ,Industrial Estate ,Bulebel ,Malta ",https://www.mata.com.mt,,,,,,
Janki Dass Rice Mills,Hall: Za'abeel Hall 5 Stand: Z5-F36,"Nadana Road, Taraori ,Karnal ,Haryana ,India ",https://www.jdrm.in,,,,,,
Jasmer Foods Pvt. Ltd.,Hall: Za'abeel Hall 5 Stand: Z5-F61,"J-3/190, Nehru Market, Rajouri Garden ,Near Singh Sabha Gurudwara ,India ",http://www.jivo.in,,,,,,
Jannaty Bahrain Food Industries Co. W.L.L,Hall: The Pavilion Stand: T-D12,"P.O Box 50681 ,Building 769, Road 1510 ,Hidd 115 ,Hidd ,Bahrain ",https://www.jannaty.co,,,,,,
Japan GreenTea Co. Ltd.,Hall: Trade Centre Arena Stand: S-H12,"Tobufuji building,24-4,Sakuragaoka-cho ,Shibuya-ku ,Tokyo ,Japan ",https://www.jp-greentea.co.jp/english/,,,,,,
Jashan Trading LLC - AE,Hall: Concourse 1 Stand: CC2-1,"P.O. Box 27838 ,Office #308, Shaikh Hasher Building ,Opp. Al Ras Metro Station ,United Arab Emirates ",,,,,,,
Jayanti Herbs & Spice DMCC,Hall: Za'abeel Hall 2 Stand: Z2-B82,"Unit No: 402, Tiffany Towers, Plot No: JLT-PH2-W2A, ,Jumeirah Lakes Towers ,Dubai ,United Arab Emirates ",http://www.jayanti.com,,,,,,
Jasons Group,Hall: Za'abeel Plaza Stand: ZP-E22,"F-8/1 Block 7, Clifton ,Karachi ,Pakistan ",https://www.jasonscommodities.com,,,,,,
Jayshri Gayatri Food Products Pvt. Ltd - IN,Hall: Hall 2 Stand: F2-54,"Village â€“ Pipliya Meera, Sehore ,Sehore ,Madhya Pradesh ,466001 ,India ",https://www.jayshrigayatrifood.com,,,,,,
Jayant Snacks And Beverages Pvt. Ltd.,Hall: Trade Centre Arena Stand: S-A56,"27 N.H. Kothariya Ring Road, 8-Mira Udhyog ,Near Field Marshal, Near Bansidhar Weigh Bridge ,Rajkot ,360002 ,India ",https://www.jeppy.in,,,,,,"We are a leading Manufacturer and Exporter of Incredible Papad Snacks. Having more than 30 years of rich experience in this field, and having an ISO 9001 and 22000 certified company. We dedicated to the production of the best quality ( Ready to Fry ) 2D, 3D, Sheeted, Twisted snacks and develop new shapes and formulations from Cereals, Vegetables, Lentils, Peas and Beans, Multigrain and Healthier ingredients Flours to provide fine textures, crispiness, real taste, good expansion of the shape. The product delivers to the snack industry, they are consumed as deep fry or roast to expand the shape. We are also able to make customized products and move bulk stock to the customers in the Domestic Market as well as in International Market. We have upgraded production technology at our plant. We can manufacture products with advanced technology like as under : 1. Single Screw Extruded Pellets. 2. Twin Screw Extruded Pellets. • 2D and 3D Pellets. • Laminated Pellets. • Perforated Pellets. • Crinkled Pellets. • Plain Pellets. • Wavy Chips. 3. Steam Cooking Pellets. • 3D Pellets. • Laminated Pellets. • Sea Crunch • Cereal Crackers (Prawn) We are attaching herewith details of some of our iconic products with pics and technical details for your ready reference. We request you to kindly go through the same and inform us for further requirement on startup new business relationship with your esteemed company."
Jean Floch Conserverie,Hall: Hall 4 Stand: H3-19,"Bp 52; Zi Du Dresseve ,Baud ,France ",https://www.jean-floch.com,,,,,,
Jazam Peanuts,Hall: Trade Centre Arena Stand: S-K10,"Avenida Industrial 208, ,Sao Paulo ,17580-000 ,Brazil ",https://www.jazam.com.br,,,,,,
Jia Jia Singapore Manufacturing Pte Ltd,Hall: Za'abeel Hall 2 Stand: Z2-F55,"95/97 Tuas Avenue 1 ,Singapore ,Singapore ",http://www.jjdrinks.com.sg,,,,,,
Jermi Kaesewerk GmbH,Hall: HALL2 Stand: C2-10,"Ritter-Heinrich Str. 2-4 ,Laupheim ,Germany ",http://www.jermi.de,,,,,,
Jivraj Tea International Private Limited,Hall: Za'abeel Hall 2 Stand: Z2-F33,"Jivraj Tea Lane, 5-258-259, ,Jivraj Chambers, Ruwala Tekra, Bhagal ,India ",https://www.samaaratea.com,http://www.facebook.com/samaaratea,http://www.instagram.com/samaaratea,http://www.youtube.com/samaaratea,http://www.linkedin.com/samaaratea,http://www.twitter.com/samaaratea,"We, Jivraj Samaara Tea are a Manufacturer-Exporter of Indian Teas based out of Surat, India with five decades-long experience. We have a strong local as well as International presence. With our brand “SAMAARA”, we export to 30 countries with products ranging from Black Tea, Green Tea & Tea Bags (Round, Square & Pyramid) in many flavours keeping in mind all International markets. Our teas can reach the Indian diaspora and native clients as our products like green tea bags have a huge market in Canada. We are ISO, FDA and HACCP-certified company."
JMK DWC-LLC,Hall: Al Mustaqbal Plaza Stand: HP2-I30,"2nd Floor Office 238-B ,Business Center ,Dubai ,United Arab Emirates ",,,,,,,
JKT Foods Europe DMCC,Hall: Za'abeel Hall 6 Stand: Z6-D52,"Indigo Icon Tower ,2201 ,Cluster F, JLT ,Dubai ,Dubai ,P.O. Box 13203 ,United Arab Emirates ",https://www.jktfoods.com,,,,,,"JKT Group has an industry experience of more than 45 years. It has a global presence with offices in India, The Netherlands, UK, and Dubai. JKT Group is a Trader, Importer and Distributor of Oil Seeds, Nuts, Pulses, and Grains for the Food and Feed Industry in the World JKT Group is a Global International Player having more than three decades of experience in Food products."
"JMV-JOSE MARIA VIEIRA, SA",Hall: Za'abeel Hall 2 Stand: Z2-B10,"Rua Infante D. Henrique, 421 Ap.21 ,Rio tinto ,Portugal ",http://a.montenegro@jmv.pt,,,,,,
Fulmer GmbH MagyarorszÃ¡gi FiÃ³ktelepe,Hall: Hall 8 Stand: E8-20,"Vorosmarty  Utca Hrsz.  2438 ,P.O. Box 20 ,Hungary ",http://www.fulmer.de,,,,,,"In 1929, our great-grandfather, György Fulmer established the apiary with only a few hives. With four generation of tradition and care, we have grown to give home to a beautiful myriad of busy little bees."
Jordan Dairy Company LTD,Hall: Hall 1 Stand: 240,"Jordan Dairy Company ,King Hussein Street ,Al Rusayfeh ,11118 ,Jordan ",https://www.jordandairy.com,,,,,,"The history of Jordan Dairy Company “Maha” dates back to the 60s; 1968 to be exact. The company has played a fundamental role of the dairy industry creating a market leadership position for itself, domestically and regionally. Jordan Dairy Company produces, markets and sells milk and milk products including dairy products and cheeses along with bottled drinking water under the “Maha” brand. It also boasts a diversified portfolio of products namely flavored milk, juice drinks while continuously exploring new product lines to meet the daily requirements of every household and retail outlets. We offer a wide range of products developed with careful attention and health in mind. Our products include the following: Yoghurt Labneh Cheeses Cheddar Cheese Sweet Cheese Bottled Drinking Water Jordan Dairy Company is an ISO 9001 Quality Management System and ISO 22000 Food Safety Management System Certified. We believe in total customer fulfilment by providing quality products; therefore, quality is of paramount importance to us. We have invested considerably in installing modern technology to ensure the highest product outcome, quality and safety. Our company continues to grow as the expansion of our business grows. We are committed to please our customers whether by meeting their evolving tastes, product variety demand in different countries and regions. We strive every day to make Jordan Dairy Company the ideal partner to various businesses. For any inquiries or to schedule a meeting to discuss potential collaboration, please feel free contact us and we will be delighted to answer any of your concerns."
FUTURE GENERATION PHU THO CO LTD,Hall: Za'abeel Plaza Stand: ZP-C46,"Zone 1 - Phu Ho Commune - Phu Tho Town ,Phu Tho province ,Viet Nam ",https://vietnam-tea.com/,https://www.facebook.com/fgcvietnamtea,,https://www.youtube.com/@fgcvietnamtea7610,https://www.linkedin.com/company/fgcvietnamtea/mycompany/,,"Future Generation Co., Ltd (FGC) was established in 1996. From a small trading company, FGC now is the biggest tea company in Vietnam, with 1000+ partners from 60+ countries in the world. The company now has 15 tea factories across the country with total annual export reaching nearly 20,000 tons of tea."
Jordan River Foundation/ Al Karma Kitchen,Hall: Shk Rashid Hall Stand: R-D10,"Jordan River Foundation headquarters ,Masoud Ben Saad Street ,Amman ,Jordan ,Jordan ",https://www.jordanriver.jo,https://www.facebook.com/alkarmakitchen,,,,,"Al Karma Kitchen Step into Al Karma Kitchen, a culinary haven where dishes are homemade with the finest ingredients. Using authentic recipes that have been passed from one loving chef to the next, all dishes evoke a sense of warmth and nostalgia. Our kitchen places a high value on quality, allowing you to take comfort in the fact that only preservative-free, fresh ingredients go into our creations. At Al Karma, every cook has a story, and every story is a unique tale of empowerment. By purchasing our products, you are supporting women who rely on home cooking for a living. Al Karma Kitchen, part of the Jordan River Foundation Social Enterprises program. Culinary arts and handicrafts have helped thousands of females, Jordanians, and refugees, earn a living and become financially independent. Through a series of social initiatives and collaborations, JRF has helped create jobs for local community women across Jordan, while reviving the heritage of traditional cooking, as well as rural and Bedouin community arts."
Fund for Rural Economic Development in Armenia (FREDA),Hall: Za'abeel Hall 3 Stand: Z3-G50,"22 Ghazar Parpetsi street, apt 3 ,Yerevan ,2 ,Armenia ",,,,,,,
Future Enterprises Pte Ltd,Hall: Za'abeel Plaza Stand: ZP-G48,"31 Harrison Rd, #08-01, ,369649 ,Singapore ",https://www.foodempire.com,https://www.facebook.com/FoodEmpire/,https://www.instagram.com/foodsempireholdings/,,,,"Food Empire Holdings is a global branding and manufacturing company in the food and beverage sector. Its products include instant beverages, potato chips and non-dairy creamer manufactured with modern state-of-the-art technology, alongside stringent standards of food safety with an accreditation system, in line with the organisation’s expectations of striving for excellence."
G.B. Ambrosoli S.P.A.,Hall: Za'abeel Hall 1 Stand: S1-F55,"26 Felinks Kanic ,Italy ",http://www.eggsgerma.com,,,,,,"GB Ambrosoli spa is a family company established in 1923 in Ronago a small village near to Como Lake . Since 1923 Ambrosoli produce poliflora honey , acacia honey in many different size and a complete range of candies including the famous honey filled candies , milk and honey candies , honey jelly candies etc etc The company is certified ISO 22000 Our goal is : ""top quality ingredinets for top quality products """
Galang General Trading LLC - AE,Hall: Hall 7 Stand: 754,"P.O. Box 283214 ,Unit #9, Al Kawakeb Property ,Al Quoz 2 ,United Arab Emirates ",https://www.galanguae.com,,,,,,"Galang General Trading LLC was established in 1995 as the first company to launch Filipino Food Products in The United Arab Emirates. We started with a vision of launching the Filipino food products by making them affordable for the growing number of expats from Philippines, living in UAE. With a change in management in 2017, the company started to diversify and started to bring in some of the world’s most famous brands of food products, as their exclusive agents for the market. The operations are handled by young team of professionals and we strive to be a reliable and competitive supplier in UAE, providing a comprehensive range of Foodstuff, associated products and services. Our growth & reputation over the past years is based on one single principle. MEETING OUR CLIENTS NEEDS TO THEIR COMPLETE SATISFACTION"
G.E.I. S.p.A. - Aromitalia,Hall: Hall 1 Stand: B1-26,"Strada Cebrosa 23/25 ,Settimo Torinese (TO) ,Italy ",http://www.aromitalia.com,,,,,,
Gagan Rice Mill,Hall: Za'abeel Hall 5 Stand: Z5-H19,"Bidhuna Road District Etawah ,Bharthana ,Uttar Pradesh ,India ",http://www.gaganricemill.com,,,,,,
G.M. FOOD INDUSTRIES (PVT) LTD.,Hall: Za'abeel Hall 6 Stand: Z6-J10,"Plot W2/52, North Western Industrial Zone, Port Qasim ,Karachi ,Pakistan ",https://Website https://gmfoodspvtltd.com,,,,,,
Garibsons Pvt Ltd. - PK,Hall: Za'abeel Hall 6 Stand: Z6-J9,"C69/71, 12TH COMMERCIAL ST ,PH 2 EXT DHA ,Karachi ,75500 ,Pakistan ",https://www.garibsons.com,https://www.facebook.com/foodsbymughal?mibextid=ZbWKwL,https://instagram.com/foodsbymughal?igshid=MDM4ZDc5MmU=,,,,"• Garibsons (Pvt.) Ltd., is a family owned business and was established in 1976. • Our main lines of business include • Rice Reprocessing / Milling / Exporting • Our rice milling capacity is of about 100 m.tons per hour. • Wheat / Grains Exporting • Building Materials : High Density Fibreboard, Medium Density Fibreboard, Particle Board, Laminated Sheets, Wood based paneling. • PP Woven Bags Production / Printing Facility • In house Freight Clearing / Forwarding • Flour Milling • We are a ISO 9001:2000/ HACCP & BRC (British Retail Consortium) certified company."
GCS German Capsule Solution GmbH,Hall: Shk Saeed Hall 3 Stand: S3-A60,"Senefelderstr. 44 ,Bergisch gladbach ,Germany ",http://www.k-fee.com,,,,,,
Gee Gee Agrotech,Hall: Za'abeel Hall 5 Stand: Z5-H15,"34E, E.Karimov street, ,India ",http://www.gilanexport.az,,,,,,
Gedik Tavukculuk Ve Tarim Urunleri Tic. San. A.S.,Hall: Hall 2 Stand: F2-33,Turkey ,,,,,,,
Gebrueder Woerle GmbH,Hall: Hall 1 Stand: E1-53,"Enzing 26 ,Henndorf ,Austria ",http://www.woerle.at,,,,,,
Gautam General Trading LLC,Hall: Za'abeel Hall 6 Stand: Z6-A40,"P.O. Box 120740 ,Sheikh Zayed Road, Latifa Towers, 2901 ,United Arab Emirates ",http://www.gautamgroup.com,http://facebook.com/gautamrice,http://instagram.com/gautamrice,https://www.youtube.com/channel/UCNtuSQ1dlCakxuVSm8IIFEw,https://www.linkedin.com/company/gautam-general-trading/mycompany/,,"Gautam General Trading LLC has visualized itself as being one of the primary suppliers of Basmati Rice throughout the Middle Eastern market. GGT aims to provide its customers with superior quality products through effective business practices such as continuous improvements to products and services. Gautam General Trading LLC boasts of having a network of around 800+ customers in the U.A.E & Oman and 200+ customers in the other GCC countries which includes Wholesalers, Supermarkets, Catering, Hotels, Restaurants, etc. This has resulted in GGT having the highest market share in the U.A.E rice industry hence becoming the largest distribution of rice in the U.A.E. GGT has been able to achieve these milestones due to its comprehensive and systematic procurement base and long heritage in the rice industry which has helped it to maintain its stable quality and sustain its competitive pricing. From the paddy to the end user, GGT has complete control on the entire supply chain process. All processes are owned and managed by the company hence GGT is able to sustain quality and add value through in-depth management at very stage. GGT believes that in order to be the prominent player in the market, distribution needs to be effective and hence is constantly trying to increase its distribution channels. GGT is on the lookout for new distributors to assist them in expanding into new horizons. GGT promotes the ideology of fine quality, timely delivery and loyal customers."
Gem Foods International Inc.,Hall: Shk Rashid Hall Stand: R-167,"# 11 MGM Industrial Compound Sitio Gitna ,Barangay Kaybiga ,Philippines ",http://www.gemfoods.com,https://www.facebook.com/BuenasPH/,,,,,"""Bringing the Taste of Home to the World."" Our passion for excellence makes us different, inspiring our customers and stakeholders to build and maintain a long-term partnership with us. Not only we manufacture and export our own products under Buenas brand but we are also involved in the trading and consolidation of other quality Philippine food products and non-food items for export and distribution in the global market."
"Generalexim., JSC",Hall: Plaza Area Stand: ZP-73,"46 Ngo Quyen Str., Hang Bai Ward, Hoan Kiem Dist., Hanoi, Vietnam ,Hanoi ,Viet Nam ",https://www.ge1.com.vn,,,,,,
GEDCO,Hall: Za'abeel Hall 4 Stand: Z4-G18,"1033 Bay St ,Suite 212 ,Toronto ,Ontario ,M5S 3A5 ,Canada ",https://gedco.ca,,,,,,"GEDCO, a Canadian family trading company was founded in 1984 by Mr. Mohamed Reda and Mrs. Haifa Reda. Since its inception, GEDCO specializes in the trade of agricultural products, which includes pulses. Second generation partners, Mr. Saleh Reda and Ms. Iman Reda, expanded GEDCO’s product base to include various nuts, dried fruit, rice, and spices. The company’s main export market focus is towards Middle East and North Africa. Suppliers and buyers are assured of fair and just dealings when working with GEDCO. Clients always know they can rely on GEDCO’s performance and can trust the quality of the product purchased."
"Germany, Federal Ministry of Food and Agriculture",Hall: HALL3 Stand: B3-8,"Torstr. 124 ,Berlin ,Germany ",https://www.iecberlin.de,,,,,,
German Grain TAB GmbH,Hall: Shk Saeed Hall 2 Stand: S2-H51,"Bad Meinberger Str. 1 ,Detmold ,Germany ",https://www.german-grain.de,,,,,,
Khyati Advisory Services Ltd - IN,Hall: Trade Centre Arena Stand: S-A54,India ,,,,,,,
Gendreau,Hall: Shk Saeed Hall 2 Stand: S2-C13,"186 avenue du maine ,Paris ,France ",https://www.groupegendreau.com,,,,,,
General Fruit S.R.L.,Hall: Za'abeel Hall 1 Stand: Z2-B86,"Abington Rectory ,Murroe ,Italy ",http://www.glenstalfoods.com,,,,,,
"Germany, Federal Ministry of Food and Agriculture",Hall: HALL2 Stand: D2-3,"Torstr. 124 ,Berlin ,Germany ",https://www.iecberlin.de,,,,,,
Khorol Factory for Baby Food,Hall: Shk Saeed Hall 2 Stand: S2-D44,"17 Molodizhna str ,Khorol ,Ukraine ",http://www.malysh.ua,,,,,,
Kian Chrysolite Pistachio Co. - IR,Hall: Shk Rashid Hall Stand: R-Q50,"km. 2 Zangi Abad Rd. ,Kerman ,7614958368 ,Iran, Islamic Republic of ",http://www.kianchrysolite.com,,,,,,
Genata European Goods Sp. Z o.o. Sp. k,Hall: Shk Saeed Hall 1 Stand: S1-L16,"Biezunska 1 lok 6 ,Warsaw ,Poland ",https://www.genata.biz,,,,,,
Gerber Agri,Hall: Hall 4 Stand: E4-46,"1000 Parkwood Circle ,Suite 335 ,Atlanta ,Georgia ,United States ",http://www.gerberatl.com,,,,,,
Kibsons International,Hall: Hall 8 Stand: D8-47,United Arab Emirates ,,,,,,,
Kinda Foodstuff Trading L.L.C - AE,Hall: Za'abeel Hall 5 Stand: Z5-55,"#9, Al Ras Building ,Al Ras Street, Near The George Hotel ,Deira ,Dubai ,U.A.E ,3544 ,United Arab Emirates ",http://kindafood.me,,,,,,"We introduce ourselves as Kinda Foodstuff Company Dubai established ten years ago having offices at Yemen, India, Dubai and Central office located at Jeddah in the name of Salam Abdullah Bin Mahfouz since past 30 years. We have our own running successful brand in GCC and MENA Region in the brand name as “KINDA” for Indian Basmati Rice and in Spices with our brand name as Farahna & Rehaina for Indian Cardamom. We are supplying the following: 1) Rice of all varieties (Indian Origin) 2) Spices: Cardamom (Guatemala & Indian), Cumin Seeds, Cloves, Black pepper & more… 3) Coffee: Ethiopian & Brazilian. 4) Malaysian Vegetable / Palm Oil – CP-10. We will supply rice in your brand name, bag design and packing as per your requirement. Our motto is to give best service with trust and maintaining healthy business relationship with our customers."
King Car Food Industrial Co. Ltd.,Hall: Shk Rashid Hall Stand: R-250,"230 Roosevelt Rd. Sec. 3 ,Taipei ,10089 ,Taiwan ",http://www.kingcar.com.tw,,,,,,
Kirlioglu A.S.,Hall: Shk Maktoum Hall Stand: M-B53,"Osb. Mah. 5.Cad. No:4 Nazilli ,Aydin ,Turkey ",https://www.kirlioglu.com,,,,,,
KLM Overseas,Hall: Za'abeel Hall 5 Stand: Z5-G19,"78-A, Bazar No.3, Ferozepur Cantt ,Ferozepur Cantt ,Punjab ,India ",http://www.klmrice.com,,,,,,
KING PRIME GLOBAL PROCUREMENT TRADING LLC,Hall: Al Mustaqbal Plaza Stand: HP2-I26,"OFFICE NO 306 BAYS WATER TOWERS ,AL ABRAJ STREET ,United Arab Emirates ",http://www.kingprime.com,,,,,,"King Prime Global Procurement Trading LLC King Prime Global Procurement Trading LLC Incorporated DED on 19/12/2019. The company is into trading of various Raw Materials like plastic and nylon raw materials, basic industrial chemical trading, Detergents and Disinfectants Trading,food stuffs etc. We have identified the above mentioned clients and suppliers which company will be doing the trade initially. Mr Salman Abid Saheb who having 10 years of experience in the field of Raw Materials Trading in UAE. Prior to the incorporation of this company Mr Salman Abid Saheb was working in various company in same field. Mr Salman will run the business with the support of his family, as his family has got same line of business in India for last 30 years. MISSION AND VISION: Providing right price at the right time with best service without compromising on the quality of goods, providing products vital to sustainable economic progress and human development through the world thereby be the partner of choice and grow business in socially responsible and ethical manner."
Kishawi Mills Company - KW,Hall: Al Mustaqbal Plaza Stand: HP-I1,"Sharhabeel Street ,Hawally ,1483 ,Kuwait ",http://www.kishawimills.com,,,,,,
Kirti Masala Process Private Limited,Hall: Trade Centre Arena Stand: S-A14,"194, Ode Village Road,Nr. Pirana Gate ,Kamod Chokdi, Tal.: Daskroi ,Ahmedabad ,Gujarat ,India ",http://www.diamondmasala.co.in,,,,,,
Kissa Tea GmbH - AT,Hall: Shk Saeed Hall 2 Stand: S2-F45,"Kohlmarkt 16/2/13 ,Vienna ,Austria ",https://www.kissatea.com,,,,,,
Kitoku Shinryo Co. Ltd.,Hall: Trade Centre Arena Stand: S-166,"Kitoku Shinryo Ogawamachi Building, 2-8 Kanda Ogawamachi ,Chiyoda-ku ,Tokyo ,Japan ",https://www.kitoku-shinryo.co.jp/,,,,,,
Klas Oil JSC,Hall: Al Mustaqbal Plaza Stand: HP2-C9,"Village of Karapelit, District of Dobrich, 29 Vtora str. ,Bulgaria ",http://www.klasolio.com,,,,,,"Our company group Klas Oil Bulgaria- Magic Flame - is the biggest domestic producer of refined sunflower oil and conventional sunflower kernels for bakery. Klas Oil JSC (manufacturer of refined sunflower oil in bulk and bottled in PET bottles) was founded 2001. Magic Flame (production of peeled sunflower seeds) was founded 2007. 2021 Magic Flame acquired Klas Oil and the related Cabacum Group – Import Export. Origin of the products:100 percent Bulgaria! Strategic location of the plants-close to the Varna port! Production of sunflower oil –plant at Karapelit, production of sunflower kernels- plant at Riltsi, Dobritch. Sunflower oil production capacity is to 250,000 litres per day! Sunflower kernels processing capacity of 10,000 tons per month! Sunflower kernels do not need additional preparation shredding(cutting) or cleaning, the final product is ready to use in the bakery production. Sunflower oil bottled in PET bottles and we could make your private label, so it is ready for use. The production process is constantly supervised by both our own and independent laboratories, in order to constantly monitor the quality of the finished production to be of high class. Our kernel factory offers state of the art technology and excellent quality (99.99 persent purity). Our production facility for sunflower kernels is equipped with installations of Buehler, Tomra, CPM, Bruker and operates according to the highest food standards. Klass Oil plant has a new high-tech press of the latest generation –HUM, plant for degumming crude pressed and extraction oil with processing capacity of 250 tons of crude oil per day, new high-tech oil extraction complex. We are are IFS,BRC, ISO, FDA , Kosher certified. Packaging for sunflower kernels: Big bags or bags or 25 kg, 22.68 kg. Packaging of sunflower oil: Bottled in PET bottles 1, 5,10 liters."
KOKAI INDO FOODSTUFF TRADING LLC,Hall: Za'abeel Hall 4 Stand: Z4-13,"Cluster C, Palladium Tower, OFC 708, Jumeirah Lake Tower ,Dubai ,241755 ,United Arab Emirates ",https://www.padmgroup.in,,,,,,"Kokai indo foodstuff trading LLC is the partner company of Padm group, India. We have set goals for ourselves as one of the leading players in sustainable agricultural practices aligned with traceability, ESG ( Environmental, Social, and Governance), and SROI ( Social Return on Investment) Goals. We are engaged in the trading of agro commodities such as sesame seeds (of African and Indian origin with a special focus on Sudan Origin), peanuts, watermelon seeds, rice, wheat, green moong beans, and pulses. We also market value-added products such as peanut butter, blanch peanuts, defatted peanut flour, plant-based protein, and specialty teas. We have offices in India, Dubai, and Sudan."
Korhan Sera Pazarlama Ve Dis Ticaret A.S.,Hall: Shk Maktoum Hall Stand: M-B16,"Icerenkoy Mah. Cayir Cad. Partas Plaza ,No:1/4 Kat 14 Atasehir, Istanbul ,Turkey ",https://www.serafood.com,https://tr-tr.facebook.com/serafood,https://www.instagram.com/serafoodofficial/,https://www.youtube.com/user/serafood,https://www.linkedin.com/company/serafood,,"Serafood is one of Turkey’s leading food manufacturers with a successful background. Serafood’s brand building journey that started in 1985. Sera offers wide product range to their customers with its two production facility at Aydin and Manisa . Ready Meals, Pickles, Halva, Olives, Olive Oil, Canned Food, Jams, Roasted Products, Legumes, Spices, Dried vegetables, Tahini , Molases, Pastes and Souces , Pickled Grape Leaves. We export high quality and healthy Mediterranean tastes to 45 countries in the world."
Korostej Ltd - HU,Hall: Shk Saeed Hall 2 Stand: S2-109,"Abonyi Ut. 2 ,Hungary ",https://www.korostej.hu,,,,,,"Koröstej Group is among the world’s leading Kashkaval Cheese producers. Altough Kashkaval originates from Eastern Europe it has become one of the most popular cheeses in the Middle East and is used from filling for traditional manakish pastries to simply being eaten wrapped up in a slice of thin Arabic bread for breakfast. Our Kashkaval is of extraordinary quality and is our most popular export product, available in a wide range of sizes and tastes."
KOLLVIT GmbH & Co.KG,Hall: Za'abeel Hall 3 Stand: Z3-G18,"Waldweg 3 ,Rahden ,Germany ",http://www.kollvit.de,,,,,,
"KLT Fruits, Inc.",Hall: Shk Rashid Hall Stand: R-157,"Unit 610 Globe Telecom Plaza ,Pioneer cor Madison Street ,Mandaluyong ,Philippines ",http://www.kltfruits.com,,,,,,
KNAM Foods Private Limited,Hall: Za'abeel Hall 5 Stand: Z5-E52,"801, Tower C, ATS Bouqet, Block B, Sector 132 ,India ",https://www.knamfoods.com,,,,,,"KNAM FOODS , OUR RICE MANUFACTURING UNIT IS IN NORTHERN INDIA AND WE ARE EXPORTING ALL TYPES OF BASMATI AND NON-BASMATI RICE TO UAE, EUROPE, SAUDI, MIDDLE EAST COUNTRIES AND AFRICA. WE ARE ALSO KNOWN FOR OUR PREMIUM SELLA VARIETIES (GOLDEN AND WHITE) IN WHOLE REGION BECAUSE OF OUR EXCELLENT COOKING RESULTS. KNAM FOODS HAS 100 PERCENT AUTOMATED PLANT AND OUR USP IN THE MILLING IS BASMATI RICE AND THE UNIT IS BUILT UP WITH STATE OF THE ART TECHNOLOGY AND MACHINERY FROM BUHLER. WE USE THE FINEST GRAINS AND HAVE 100 PERCENT BACKWARD INTEGRATION OF PROCESSING AND IRRIGATION AS WE HAVE OUR OWN LAND."
