Name,Stand,Description,Address,Website
Ghanim International Corporation Sdn Bhd,Hall: Za'abeel Plaza Stand: ZP-A1,"bruneihalalfoods was established by the Government of Brunei Darussalam in 2009 to play a key role in the development of the food industry and diversification of the economy by developing, marketing and promoting bruneihalalfoods products in Brunei and across the world.","Unit 10, Block B, Ground Floor ,Warisan Mata-Mata Complex Kg Mata-Mata Beribi ,Bandar Seri Begawan ,Brunei Darussalam ",http://www.brunei-halal.com
Ghazalco Trading Est,Hall: The Pavilion Stand: T-F9,"Ghazalco Trading Est. is a renowned dates wholesale trademark. Ghazalco Trading Est. was incorporated in the UAE in 1994, and has gained fame since its inception. Ghazalco offers diverse, high-quality products at competitive prices, and has won the trust of its employees and customers.","Al Rachidya 3, Abdullah Bin Abood ,United Arab Emirates ",https://www.gzuae.com
Gianni & Gelato General Trading LLC - AE,Hall: Hall 1 Stand: C1-33,"Italian cuisine has influenced food culture around the world and is viewed as a form of art by many. Quality products is the best business plan you can support to your clients, it is through the spirit of G&G Family teamwork and strong sense of vision that we stride towards our goals based on experiences, research, passion, love and tradition. We deal with the finest Italian brands for Gelato / Ice cream machineries, professional displays, freezers and chillers, chocolate machineries and products, kitchen equipments, coffee and more... Design | Training | Installation | Maintenance | Spare Parts | Equipments | Ingredients","AJD Building ,Umm Rammol ,5th Street ,Dubai ,P.O. Box 27886 ,United Arab Emirates ",https://www.gianni-gelato.com
Ghassan Aboud Group FZE,Hall: Hall 6 Stand: C6-20,"Ghassan Aboud Group is an international conglomerate engaged in several key business sectors including Automotive, Retail, FMCG, Media, Hospitality, Logistics, Healthcare, Facilities Management, Catering, and Digital Marketplaces. The group is headquartered in the United Arab Emirates and is complemented by offices in Australia, Belgium, Turkey, and Jordan. Established in 1994 by Ghassan Aboud, a highly successful entrepreneur, businessman, and philanthropist, the group has evolved from its early foundations in the Automotive industry to a conglomerate holding some of the most highly coveted brands in multiple sectors in the region and beyond. We have taken major strides throughout our 28 years to provide innovative and enriching products, services, and experiences to our customers, partners, clients, and communities; and the journey continues.","P.O. Box 294377 ,Street 405, Gate 4, JAFZA ,Dubai ,United Arab Emirates ,United Arab Emirates ",https://gagroup.net/
Global Commodities Traders Inc.,Hall: Za'abeel Hall 4 Stand: Z4-G26,"Global Commodities Traders (GCT) is a pulse processing, splitting, and exporting company in Canada. We are ISO 9001 certified, licensed and bonded by the Canadian Grain Commission. GCTL has been building its international reputation for quality in export of Pulses and other commodities. Currently, exporting to over 34 countries. Our specialisation is in exporting superior quality lentils, chickpeas and other pulses from Canada. We are in the process of receiving HACCP certification in the beginning of 2023. Our main office is in Mississauga and our plant is in Saskatchewan, Canada. Our plant is Superior Pulses Inc. Our combined handling capacity is over 110,000 Metric Tons per year. Please click on this link to visit our plant, Superior Pulses virtually. Our Products: • Kabuli Chickpeas (Size 8mm, 9mm) • RSL (Red Split Lentils) • Football Red Lentils • Whole Red Lentils • Green Lentils (Laird, Richlea, Eston, French) • Whole Peas (Yellow / Green) • Bird Food (Canary Seeds) We supply premium quality products, in bagged 25kg, 50kg and 100 lbs. We can also offer you bulk in container as well. GCT supplies only the highest quality products to their international customers. GCT has a well-deserved reputation of being reliable, trustworthy, prompt, and fair with producers and customers.","2430 Meadowpine Blvd, ,Suite 103 ,Mississauga ,L5N6S2 ,Canada ",http://www.gltraders.com/
Globex International - US,Hall: Hall 4 Stand: E4-38,"Globex International is an agricultural commodities trader and distributor, specializing in poultry and meat products. We are one of the largest exporters of frozen poultry from the United States and South America, and are an industry leader in the global market. Established in 1993 with the sale of our first container, Globex has since grown into a multinational corporation with sales and distribution operations in over thirty-five countries on six continents. Our global network of suppliers, cold storages and warehouses allows us to offer product at the most competitive prices in the industry—365 days a year.","570 Lexington Ave. 15th Floor ,New York ,NY ,10022 ,United States ",https://www.globexusa.com
Emirates Macaroni Factory - AE,Hall: Hall 7 Stand: A7-40,"Emirates Macaroni Factory was established in 1979 and leader in the UAE market with more thank 40 percent market share. Emirates Macaroni brand is the leading UAE food brand and a pioneer of nutrition production in the entire Middle East region, enriching consumers’ lives daily by providing superior quality and delightful nutritious food experiences. Inspired by our heritage and shared future With our Joyful, wholesome, and mouth-watering taste, our products hold the largest percentage of local market share, market leadership, and brand loyalty. With more than 40 years of sustainable growth, EM is built on the principle of nurturing the future and getting people together around the joy of tasty and nutritious food.","P.O. Box 5721 ,ALQUOZ 1 ,SHEIKH ZAYED ROAD ,DUBAI ,United Arab Emirates ",http://www.emiratesmacaroni.com/
Emirates Delights Marketing Co.,Hall: Shk Maktoum Hall Stand: M-H18,"The Emirates Delights Marketing Company was founded in 2005 to operate in the date sector as one of the most important items of food value in human life. Since the first day the company has adopted a clear vision of its activity is to make the dates as daily food in human life, as well as make the first choice of Palestinian dates in global markets. Even realized this vision, the company committed itself to apply the best practices and global standards by the selection of the finest items of dates and packaged to suit the needs and desires of consumers. The company derives its strength from its commitment to its customers and mutual trust as partners for them , in addition to the insistence of the company to contribute positively towards the society and the Palestinian economy , which led the company to produce many varieties and derivatives of dates such as dates serum , dates jam, dates paste, not only for domestic consumption but for the purposes of industrial consumption , and today the company is exporting Palestinian Medjool dates to many markets around the world. Today the company employs more than 30 workers and employees, the company focused on the positive and deal fairly with the issues of gender,recruit more than half of its staff of Palestinian women with equal pay with men. The company also owns several registered trademarks such as:Sultana,Dania,Addiafah , art and otherswhich is acceptable , and satisfied to customers.","Tulkarem ,Anabta ,320 ,Palestine, State of ",https://www.pedmc.com
Emirates Snack Foods LLC - AE,Hall: Hall 5 Stand: A5-10,"Established in 1996, Emirates Snack Foods (ESF) quickly developed into a prominent player in the marketing and distribution of premium food products and ingredients in the Food Service and Retail markets in the UAE. ESF is the sole representative in the UAE of a multitude of top international food brands: managing the importing, storage, marketing, sales and distribution, with dedicated in-house resources. The ESF team is continually inspired by the quality of their brands and driven by their passion for food. Throughout the year ESF carries out varied brand building programs, including product demonstrations and participates in prominent exhibitions and events to creatively showcase its portfolio and client services in the UAE. In addition to product demonstrations in client kitchens, ESF also organizes full scale brand building events where a comprehensive program involving a multiple of its brands takes place in leading F&B locations, as well as dedicated facilities such as the Emirates Academy of Hospitality, Emirates Culinary Guild meetings and culinary art schools. Partaking in food and beverage exhibitions and culinary events represents a large part of ESF’s calendar.","EMIRATES SNACK FOODS LLC ,3B STREET ,UMM RAMOOL ,DUBAI ,UNITED ARAB EMIRATES ,20682 ,United Arab Emirates ",https://www.esf-uae.com/
Emirates National Food Co. LLC.,Hall: Hall 6 Stand: A6-10,"Emirates National Food Co LLC (Al Rawdah Farms) previously known as Emirates Modern Poultry Company was established in 1994 as a subsidiary of Emirates Rawabi Group. The farm covers 538 hectares with a processing capacity of over 45000 birds daily. Located 40 kilometers from Dubai along the Al Ain Road. Al Rawdah prides its range of products from fresh chicken and processed meat products in the UAE holding a thirty five percent market share. With guaranteed 100 percent Halal products using high international operating standards, certified by ISO, HACCP, ESMA Certification and Emirates Quality Mark. Al Rawdah has a robust distribution network and supplies directly to all leading hypermarkets, supermarkets, grocery stores , hotels and restaurants as well as VIP caterings in the UAE. The production capacity of Al Rawdah Farms had a steady growth in the past 20 years. Al Rawdah farms has grown from slaughtering 15,000 chickens on a daily basis back in 1994 to today slaughtering 45,000 each day. ENF products range from fresh and chilled to frozen products. Today ENF holds 4 sub-brands: Al Rawdah, Chef’s Premium, Freshly Baked and Al Salwa. The Fresh Range consists of the best quality fresh chicken, Chicken Parts, reared with utmost care, cage-free, given 100 percent natural feed, and processed in Al Rawdah’s ultra-modern state-of-the-art processing facility. The chilled and Frozen range of Al Rawdah processed products are only made with the freshest ingredients and all the chicken products are made using Al Rawdah fresh chicken. Another wide range of assortment is Eggs, which includes Fresh Eggs, DHA Omega-3 and Organic eggs. ENF has also started its trading division recently and holds the full distribution rights of some major brands like Delice (Confectionary), Daarzood (Fresh Organic) etc","Lehbab Road, AlMarmoum, ,P.O.Box 4316 ,Al Rawdah Farm, Exit 29 ,DUBAI ,4316 ,United Arab Emirates ",https://www.enf.ae
Empros International,Hall: Za'abeel Hall 4 Stand: Z4-G22,"Empros is an independently owned special crops exporter and trading house in Canada. Our business is focused in the trading and exporting of lentils, peas, chickpeas, oil seeds, beans and other specialty crops to buyers all around the world. Team at Empros possess extensive expertise in handling global flows of agricultural commodities from farm-gate to end-user with proven track record. Our team has diverse international trade experience in agriculture commodities trade, agribusiness and entrepreneurship, with a successful track record of achievements globally. Empros is poised for rapid growth under the leadership of its dynamic management and staff members. We aim to deliver satisfactory product and service to all clients worldwide, honouring our commitments without fail. Our reputation means everything to us, going the extra mile for our clients is how we’ve earned it and living by our core values is how we keep it. We like to ensure that we are fair and balanced in everything that we do and extend this approach to our customers, suppliers, team and products/services. Agility fully supports and encourages staff members to undertake continuous professional development and involve themselves in new activities, both within and outside of the business.","603-33 City Centre Drive ,Mississauga ,Ontario ,L5B 2N5 ,Canada ",http://www.empros.ca
Enka International,Hall: Za'abeel Hall 1 Stand: Z1-G55,"Enka International is an importer, exporter, distributor and producer offering Turkey’s top brands within food segment and FMCG product category. Enka International is distributing over 20 products to 40 countries. Main customers are supermarket chains and wholesale groups, HoReCa buyers who are supplying the goods globally. Along the company development, Enka International takes up cooperation with innovative and niche producers and helping clients, who are looking for a reliable source of distinctive products. We support distribution of such brands as Karam Sunflower oil, Karam Vegetable Margarine.Paddlers Baby Diapers,Wet Wipes,Shampoo,Adult Diaper.Cushy Baby Diapers,Wet Wipes,Shampoo,Adult Diaper.Lulla Baby Diapers,Wet Wipes,Shampoo. Paddlers Pure Baby Diapers and Paddlers Organic Baby Diapers. By our location in Turkey, in Gaziantep, we are very close to Mersin port this helps us to save from transportation costs. Karam oil has adopted keeping quality standards in production in foreground as a principle and within this context started research and development works in cooperation with Gaziantep University and established a well equipped laboratory. Quality control at every step of the production is be made by expert engineers. Oil extraction facility can extract the capacity of processing 350 ton/d of sunflower seeds and makes the production of raw sunflower oil and sunflower company continued its investment by adding sunflower oil refinery, filling and packing units. Company is working with TS EN ISO 9001 quality management system certificate, TS EN ISO 22000 food safety management system certificate, Halal and TSE certificate become a worldwide leading and preferred brand in accordance with vision, mission and quality policy of our company. Paddlers,Cushy Baby ,Lulla Baby diapers are specially designed to give maximum protection and fit for babies and features elastics ears, high absorption and retention capacity.","5. Organize Sanayi Bolgesi 83535 Nolu Cadde No: 15 ,Sehitkamil ,Gaziantep ,Turkey ",https://www.enkahijyen.com
Enkay Indo Nigerian Industries Ltd - AE,Hall: Za'abeel Hall 6 Stand: Z6-B51,"Enkay Indo Nigerian Ind. Ltd. head quartered in Lagos is a leading agriculture produce supply chain specialist providing unique and customized solution to traders, processors and end users. We have through years of experience, investment and research have acquired strengths in origination, processing and trading of Agro produce from West Africa. Enkay provides the best range of spices, Agro seeds, and other products. We are a notable manufacturer, exporter, and supplier of spices, oil seeds, soybean seeds, raw cashew nuts, dry hibiscus flower, stone flower, gum olibanum, gum arabic, sesame oil, and sesame oil cake.","NCIE Compound, Oshodi, Lagos, Nigeria ,Nigeria ",https://www.enkayindo.com
Enterprise Greece Invest & Trade,Hall: Shk Saeed Hall 1 Stand: S1-140,"Enterprise Greece is the competent national body, under the supervision of the Ministry of Foreign Affairs, that attracts foreign direct investment in Greece and promotes the export of Greek products and services abroad. Now a member of the Economic Diplomacy mechanism of the Ministry of Foreign Affairs, it works closely with the network of Embassies, Consulates and IDF Offices, among others, in all the important markets of the world, in order to achieve synergies and implement joint actions, saving resources and leveraging the country's comparative advantages to achieve results with the greatest possible positive impact. Our vision is for Greece to be recognized as an attractive investment destination in the international business community and to introduce foreign consumers (individuals and businesses) to high quality and superior Greek products and services.","Vasilissis Sofias Avenue 109 ,Athens ,Attica ,115 21 ,Greece ",http://www.eg.gov.gr
GND Gold Nutrition and Diet Ltd,Hall: Shk Saeed Hall 1 Stand: S1-J15,"As a Dietitian, the creation of Healthy Nut Butters was made of the need to have healthy peanut butter, without the addition of any other ingredient. After some time of testing, as the CEO of the company, I end up with the final product. Satisfying me to the fullest with the taste, texture, and aroma. An air-roasted Peanut Butter without any other ingredient, wholegrain includes all the parts of a peanut seed in a texture style that we call Creamy Crunchy and with the variations of Creamy Smooth and Creamy Extra Crunchy. From this point and onwards we create lots of other different products and series, including among them the High Protein series, proSports series, Keto series, for women and kids exclusive series, and so on. Simplicity was never so tasty.","12C Filolaou Str., ,Omonia ,Cyprus ",https://www.healthynutbutterscy.com
Golden Group of Companies,Hall: Za'abeel Hall 2 Stand: Z2-E3,"GOLDEN GROUP OF COMPANIES is a group of companies that provides comprehensive services to businesses looking to enter or operate in the international market. GOLDEN GROUP OF COMPANIES has adopted and implemented a global continuous improvement strategy across all of its operations. GOLDEN GROUP OF COMPANIES provides country analysis, strategic planning, and tactical support. In addition, our company provides international marketing services, market or country research, and distribution assistance. Our team's resources include onsite and in-market assets that add valuable perspective to any research project.","Golden Group of Companies ,1.O.S.B  83105 Nolu  Cad. ,No: 26 ,Baspinar Gaziantep ,Turkey ,27000 ,Turkey ",http://https.www.goldengrup.com
Golden Bird Food Industries,Hall: Shk Rashid Hall Stand: R-E3,"GOLDEN BIRD FOOD INDUSTRIES started production on October, 2004. We are located in Jordan - Amman, in Area of building 4000sqm. We are in Golden Bird specialized in stock cubes and soup, we classified as one of the biggest company in the region in our filed, with production capacity 2 containers/days We already certified by ""Lloyds"": ISO22000 & HACCP. We also HALAL certified. Full internal Audit and Internal Lab. Our products exported to more than15 countries and in addition to our local market.","Golden Bird Food Industries ,Abed Elmahdi Elshmailah ,Amman ,Jordan ,11190 ,Jordan ",https://www.goldenbird.jo
Golda Gida Sanayi Ve Ticaret A.S.,Hall: Za'abeel Hall 4 Stand: Z4-H22,"COMPANY PROFILE The Bera Holding Food City project, which attracts attention as the biggest among the integrated projects in our country and in the world in terms of size, is the rightful pride of the Anatolian people rising with the forehead and the eyes, at the borders of the Konya oval of our country. Golda is a company that aims to export approximately $ 100 million per year, which will work for 5000 employees at the end of the project, which has about 1.078.000 million M2 open area and 76.082 M2 indoor area, 70 megawatts power to produce its own energy with its cogeneration system within the boundaries of Kazimkarabekir district of Karaman province. The factory is a gigantic organization of $ 500 million. The premises have started to produce flour, pulses, semolina, pasta factories within a very short period of time of the facilities taken on 10 February 1997. In our region, agricultural products grown in our country and abroad will be processed in Food City and will be delivered to various regions of the world in various food products, taking into account human health and taste. For more detailed information about our company, please visit our corporate website www.beraholding.com.tr.","Eminettin Mh. Sanayi Bolgesi Kume EvlerEminettin Mh. Sanayi Bolgesi Kume Evler ,No:1 Kazimkarabekir ,Turkey ",http://www.golda.com.tr
Golchin Zare Co.,Hall: Shk Rashid Hall Stand: R-Q41,"GOLCHIN ZARE , a BRC certified producer and exporter of Iranian Raisins, Sultanas and Dates.","#10 Laklar Road, Malekan ,Iran, Islamic Republic of ",http://www.golchinzare.com
Golden Harvest Foods Private Limited - PK,Hall: Za'abeel Hall 6 Stand: Z6-G40,"Our History We are a family-owned company committed to providing Pakistanis with nutritious and superior quality bread products. Dawn Bread a name that has come to signify quality and freshness in bread products. The enterprise, which made a humble beginning in late 1983, has, within a decade, grown to capture 35 percent of the consolidated market share of all bread products in the company, a fact that speaks volumes about the credibility of the company and its products. We are a leading national company growing globally with a focus on natural and specialty foods. Since our beginnings in 1983 as a industrial bakery, to our entry into frozen food business in 2001, we have remained committed to bringing high quality world class products to our customers worldwide. In quality and freshness, Mezban Frozen Foods mirrors its parent company, the top-notch Dawn Bread. A remarkable aspect of Mezban Frozen Foods, which is also a proof of universal public acclaim here and abroad, is its ever-expanding product range. Having started with Frozen Dough Products, Mezban Frozen Foods now offers a wholesome range in a combination of native and international cuisine in ready-to-cook and ready-to-eat vegetable and wheat products. The company has heavily invested in Quality Assurance in its entire production process and upgrading itself with international and local innovations in technology is an ongoing affair. State-of-the-art equipment and the International Food Safety System, HACCP, at Mezban Frozen Foods ensures that the entire procedure is meticulously implemented at every step of the way - from procurement of raw ingredients to production and final delivery to the consumer’s neighborhoods outlets through an extensive distribution and delivery network, which is one of the largest and safest in the country. Mezban Foods is SANHA (South African National Halal Authority) Certified.","Plot 33 Sector 24 KIA ,Karachi ,Pakistan ",https://dawnbread.com
Gourmet Foods FZC - AE,Hall: Za'abeel Hall 6 Stand: Z6-C4,"Shan Foods is a global culinary brand offering premium quality innovative food products with a presence in over 80 countries across 5 continents. It has its production facilities in Pakistan, UK, UAE & KSA as well as regional offices in Sharjah, Makkah and Manchester. In the past four decades, Shan Foods has garnered global recognition due to its products’ consumer relevance, a widespread distribution network, and sustained quality standards. Ensuring world class food safety practices has led to key certifications and accreditations like FSSC, BRC, ISO 14000, ISO 45001 & PS 3733. With an extensive R&D setup, Shan Foods has successfully launched over 100 different recipe mixes worldwide. The product portfolio is extremely wide, starting from an extensive range of authentic recipe mixes, to the traditional spices, convenient cooking sauces, cooking pastes, instant Shoop noodles and other condiments. As the pioneer in spice mixes, Shan Foods ensures that its products are not just convenient and easy to prepare but also deliver on the flavor, traditional taste and aroma that its consumers love and cherish. The brand works tirelessly to bring the best food solutions to its valued consumers – looking internally and externally for new ideas, trends and improvements to deliver a superior product experience. The brand’s unique taste profile has won hearts & minds within, across and beyond borders. It has won global recognition at multiple local and international forums including Brand of the Year Award, APAC Silver Effie, eight Effie Pakistan awards, and multiple Consumer Choice Awards. To fulfill the company’s vision of being present on ‘every table, every day across the world’, Shan Foods has gone from being simply a spice brand to a more diversified culinary brand that puts consumer needs and wants at the center of all its value offerings.","Gourmet Foods Fzc ,Plot G2/07 , PO BOX 8761, SAIF ZONE ,SHARJAH ,United Arab Emirates ",http://www.shanfoods.com
Goymen Food Gida San. Ve Tic. A.S.,Hall: Za'abeel Hall 5 Stand: Z5-A22,"Our company who established in 1956 , become one of the biggest manufacturers in sector with 1200 ton/day pasta production and 1300 ton/day wheat flour production capacity from the 2022.","1.Organize Sanayi Bolgesi 83107 ,Nolu Cad. No:12 Baspinar - Gaziantep ,Gaziantep ,Turkey ,27620 ,Turkey ",https://www.goymen.com.tr
Grandiose,Hall: Hall 6 Stand: C6-20,"Grandiose Supermarket is a premier quality food grocery retailer that delivers a memorable multisensory experience and best-in-class service in a unique grocery shopping environment. Our customers’ needs are what runs the business, from the common, basic, fast-moving items represented by top brands within the region to provide a whole new exciting range of gourmet and diet-specific products from all over the world. Grandiose Catering is a conglomerate founded in 1994 by the visionary of the Ghassan Aboud Group. GAG’s track record and market reputation hold us in excellent stead as we seek new opportunities to delight clients with bespoke gourmet journeys. Grandiose Catering serves hundreds of clients with delicious meals, light bites, full banqueting spreads, and packaged retail meals every day. With a client roster including some of the region’s biggest corporate, government and hospitality institutions, were set apart by our quality, staff training, and variety of cuisine.","Gate 4 JAFZA, Jebel Ali Free Zone ,Street N405 ,United Arab Emirates ,United Arab Emirates ",https://www.grandiose.ae/
Gramas Gida,Hall: Za'abeel Hall 2 Stand: Z2-D14,"Gramas is a leading BRC A+ certified Dried Fruits and Dehydrated Fruits&Vegetable and Snacks supplier out of Turkey. Our main Dried Fruit products are Dried Fig, Apricot, Mulberry and in Dehydrated category we have Strawberry, Peach, Mandarin, Tomato, Sweet Pepper etc. and Cheddar, Parmesan, Mozzarella, Gouda Cheese Puffs. Our BRC A+ certified production facility in Aydin,Turkey where is the mainland of the dried Fig. With our offices in Istanbul/Turkey, Miami/USA and Shanghai/China we operate globally. We have 3 different Brands: SunTasty, Pasha and Fruits&Sun specialized for different locations. We also provide Private Label. As Gramas we provide best possible quality products with best possible customer service. We always provide what we promised and that is why we always have long term relationship with our customers whom we see as our partners.","Sinanpasa Mah. Suleyman Seba Cad. No:14/5 Besiktas ,Istanbul ,Turkiye ,Turkey ",https://www.gramasfood.com/
Europastry International S.L.U.,Hall: Hall 5 Stand: C5-29,"Europastry is a leader in the frozen bakery dough sector. For over 30 years, we have been offering the best bakery products, using the tradition of master artisans as our guide and innovation to develop the best products as our strategy. Today, we offer our products and expertise in the bakery world in more than 80 countries worldwide through our 26 plants and 33 sales offices.","Plaça de Xavier Cugat, 2 ,Building C, Floor 4 ,Sant Cugat, Barcelona ,Spain ,08174 ,Spain ",http://www.europastry.com
Evia Foods SAS LLC,Hall: HALL4 Stand: D4-34,"Evia Foods distributes and exports fresh and frozen food products worldwide, mainly meat, poultry, fish and vegetables. We are a team with extensive experience acquired over many years. We have pooled our expertise to create a dynamic, responsive group that adapts to market needs.","14 Rue Lincoln ,Paris ,74008 ,France ",https://www.eviafoods.com
Expertarom Food Ingredients S.R.L.,Hall: Za'abeel Plaza Stand: ZP-B2,"We offer to all branches of food industry a complete range of ingredients, semi-finished products, as well as recipes, innovations, customized concepts, technical support and assistance. CremoLinea is our international brand which includes a wide variety of quality solutions for ice cream, gelato, bakery or pastry, savory or foodservice. Our production lines allow us to produce a vast range of ingredients, from flavors, compounds and flavoring pastes, to fruit fillings, spreads and powder mixtures, all while adhering to the strictest food safety requirements, HACCP-certified. Constant improvement and maintaining the highest technological standards allows us to take a flexible approach, succeeding in satisfying numerous requirements and in creating specialized products, tailored to our customers’ requests or suitable for private label products. In order to keep up with the latest trends of the food industry, we continuously develop new products that place our customers and us one step ahead of the competition, and, most important, we can offer the possibility for each client to create their own taste range, unique and distinctive, offering tailor made solutions. Step into expertarom WORLD of TASTE.","Romania ,No. 150, Alba iulia str. ,Sibiu ,Sibiu ,550052 ,Romania ",https://www.cremolinea.com/
Expo Commodities DMCC,Hall: Za'abeel Hall 6 Stand: Z6-150,"Established in the year 2009 in Dubai, United Arab Emirates; Expo Commodities DMCC operates out of a multitude of origins worldwide. Namely, Indonesia, Vietnam, Madagascar, Comoros, Sri Lanka, Egypt, UK, Europe, USA and India. We source our products directly from farmers from countries across the world, ensuring the freshest quality and a wide range of product availability. Currently, we deal with the procurement of spices, pulses & beans, and dried fruits & nuts directly to your stores and homes. Through strategic placement we are a household name in Pepper, Cloves, Cassia, Star Anise, Nutmeg, Mace and Desiccated Coconut. Since our inception, we have successfully built our brand reputation locally and globally to be synonymous with excellent quality products and customer service. We have strategically placed ourselves to be prominent in all major products and locations of our industry. And our goal to date remains to provide the highest quality products, that meets global quality standards with Commitment, Innovation and Global Partnerships.","Unit No: 114 The Palladium ,Jumeirah Lakes Towers ,Dubai ,UAE ,United Arab Emirates ",http://www.expodmcc.com/
Export Packers Company Limited,Hall: Za'abeel Hall 4 Stand: Z4-H53,"EXPERTS IN GLOBAL FOOD TRADING SINCE 1937 Since 1937, Export Packers has been building its international reputation for innovation and quality in the import/export and marketing of food commodities.","107 Walker Drive ,Brampton ,L6T5K5 ,Canada ",https://www.exportpackers.com
Evangelos Tsanos Ltd,Hall: Shk Saeed Hall 1 Stand: S1-G46,"Tsanos Bakery was established in 1988. Since then our company has been the leading bakery industry of innovative bakery snacks with the most extended assortment in the Greek Market. Tsanos factory units are fully equipped with the most modern technology producing fresh quality products to consumers every day. Except from the domestic market Tsanos also exports to many countries all over the world offering : A Wide award-winning product range - Certified Quality and authenticity - Flexibility and adjustment to the requirements of the foreign markets - Continuous investment in innovation and new technologies value for money hygienic bakery snacks in a distinctive, convenience packaging both for Retail & HORECA sector plus Private Label goods Tsanos currently exports in U.S.A., UK, Switzerland, Belgium, the Netherlands,Serbia, Russia, Dubai, New Zealand, Poland, Norway etc.","Viopa Markopoulo, Thesi Dorovateza ,MARKOPOULO / ATHENS ,ATTIKA ,19003 ,Greece ",https://tsanos.gr/en/
"Exportadora Agricola Exasa, S.A",Hall: Za'abeel Hall 4 Stand: Z4-A10,"EXASA COVERS THE COMPLETE PROCESS FROM PRE CLEANING, DE HULLING, POST CLEANING AND COLOR SORTING, REACHING THE REQUIRED PURITY THAT OUR CUSTOMER DESIRES. OUR EXPERIENCE OF MORE THAN 20 YEARS IN SESAME BUSINESS HELPED US DEVELOP A TREMENDOUS BOND WITH FARMERS AROUND THE ZONE, ASSURING ITS PRODUCT CLASS THROUGH A QUALITY ASSURANCE PROGRAM.","Antiguo Silos Branca Sector Miraflores ,CTRA Nacional Via Agua Blanca Local Estado Portuguesa ,Araure ,Venezuela, Bolivarian Republic of ",https://WWW.AGRICOLAEXASA.COM
F and J Arpino,Hall: Shk Saeed Hall 1 Stand: S1-B58,"Welcome to the F&J ARPINO LTD! For over 40 years we have thrived in the fast moving consumer goods sector like Food, Toiletries, Household and many more, growing great businesses and UK brands for the benefit of our customers.","37-39 West Road ,Tottenham ,London ,N17 0RE ,United Kingdom ",https://www.fjarpinowholesale.com/
FARISHTEY FOODSTUFF TRADING LLC,Hall: Za'abeel Hall 5 Stand: Z5-100,"LEKH RAJ NARINDER KUMAR & FARISHTEY FOOD STARTED COOPERATION IN 2010 WITH A VISION TO PROVIDE BEST BASMATI PRODUCTS TO WORLDWIDE MARKETS. DUBAI BEING THE CENTRAL HUB FOR GCC COUNTRIES LRNK'S SOLE APPOINTED FARISHTEY AS THE SOLE AGENT TO CP UP THE NEEDS OF GCC BUYERS. LRNK IS 45 YEARS OLD COMPANY AND IS EXPORTING MORE THAN 85,000 METRIC TON RICE ANNUALLY.","P.O. Box 127318 ,OFFICE.303, SHEIKH HASHER AL RAS BLD ,AL RAS, DEIRA ,DUBAI ,UAE ,United Arab Emirates ",https://www.lrnkindia.com/
Farmland General Trading Co. WLL - KW,Hall: Al Multaqua Hall Stand: 206,"Farmland is an entrepreneurial venture started in 2006 by Antoine Obeid and Fozan Al Fozan, both with experience of 45+ years in the industry. After many years of proven success in introducing multiple international brands into the Kuwaiti market, they decided it was time to gather all the knowledge they accumulated and create Farmland, a Kuwaiti, high-end, all natural consumer products brand. While keeping a variety of handpicked partners, Farmland grew into one of the leading fast moving consumer goods companies in Kuwait. As a brand, Farmland gained market share as a guaranteed all natural, top quality, flavorful product range. With a consistent thirst for growth, a unique eye for opportunities and a strong will to scale up, Farmland is an ever-growing business with limitless possibilities.","P.O. Box 26332 ,Safat 13124, Building No.156, Block 1 ,Ardiya Industrial Area ,Kuwait ,Kuwait ",https://www.farmland-kw.com
Dr. Nutrition Pharmaceuticals (DNP) - AE,Hall: Hall 7 Stand: C7-39,"With more than 15 years of experience in sports nutrition, slimming and natural products industry, Laperva has now positioned itself as an important player within the global nutrition market presenting the most recent innovative products of the highest quality ingredients selected carefully from all over the world. Laperva built its reputation on nutritional excellence through solid scientific advances.","P.O. Box 48685 ,Dubai Silicon Oasis,626 Community, 43St ,United Arab Emirates ",https://laperva.net/
Doves Farm Food,Hall: Shk Saeed Hall 1 Stand: S1-C49,"Doves Farm Foods Profile Established in 1978 by Michael and Clare Marriage, Doves Farm Foods is an award-winning family-owned British miller and food manufacturer specialising in organic and free from flours and foods. A well-known pioneer within these sectors, Doves Farm Foods operates two brands alongside its private label and contract manufacturing business. Doves Farm is focused in the organic market and is home to a large range of regular and speciality organic flours such as Spelt, Rye, Emmer and Einkorn and is proud to be the #1 organic flour brand in the UK. Doves Farm has also recently launched an exciting new organic ancient grain based breakfast cereal range. FREEE is a leading brand in the gluten free market with its range of breakfast cereal, cookies, oat bars, pasta and baking products incl. the UK’s #1 gluten free flour brand. Certified gluten free by coeliac UK, all products are produced in dedicated gluten free production facilities and subjected to rigorous testing regimes. The range is also suitable for vegan diets. Our brands are available in all major supermarkets, wholesalers, health food stores, farmshops and online direct. Bulk sizes are available for foodservice, bakeries and other manufacturing. We export to more than 30 countries.","Doves Farm Foods Ltd ,Salisbury Road ,Hungerford ,Wiltshire ,RG17 0RF ,United Kingdom ",http://www.dovesfarm.co.uk
